question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
"What are the genetic changes related to spondyloepimetaphyseal dysplasia, Strudwick type ?",0000946-3,genetic changes,"Spondyloepimetaphyseal dysplasia, Strudwick type is one of a spectrum of skeletal disorders caused by mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in the clear gel that fills the eyeball (the vitreous) and cartilage. Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone, except for the cartilage that continues to cover and protect the ends of bones and is present in the nose and external ears. Type II collagen is essential for the normal development of bones and other connective tissues that form the body's supportive framework.  Most mutations in the COL2A1 gene that cause spondyloepimetaphyseal dysplasia, Strudwick type interfere with the assembly of type II collagen molecules. Abnormal collagen prevents bones and other connective tissues from developing properly, which leads to the signs and symptoms of spondyloepimetaphyseal dysplasia, Strudwick type.","spondyloepimetaphyseal dysplasia, Strudwick type",0000946,GHR,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,C0700635,T046,Disorders
"Is spondyloepimetaphyseal dysplasia, Strudwick type inherited ?",0000946-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.","spondyloepimetaphyseal dysplasia, Strudwick type",0000946,GHR,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,C0700635,T046,Disorders
"What are the treatments for spondyloepimetaphyseal dysplasia, Strudwick type ?",0000946-5,treatment,"These resources address the diagnosis or management of spondyloepimetaphyseal dysplasia, Strudwick type:  - Genetic Testing Registry: Spondyloepimetaphyseal dysplasia Strudwick type  - MedlinePlus Encyclopedia: Clubfoot  - MedlinePlus Encyclopedia: Retinal Detachment  - MedlinePlus Encyclopedia: Scoliosis   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","spondyloepimetaphyseal dysplasia, Strudwick type",0000946,GHR,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,C0700635,T046,Disorders
What is (are) spondyloepiphyseal dysplasia congenita ?,0000947-1,information,"Spondyloepiphyseal dysplasia congenita is an inherited bone growth disorder that results in short stature (dwarfism), skeletal abnormalities, and problems with vision and hearing. This condition affects the bones of the spine (spondylo-) and the ends (epiphyses) of long bones in the arms and legs. Congenita indicates that the condition is present from birth.  People with spondyloepiphyseal dysplasia congenita have short stature from birth, with a very short trunk and neck and shortened limbs. Their hands and feet, however, are usually average-sized. Adult height ranges from 3 feet to just over 4 feet. Abnormal curvature of the spine (kyphoscoliosis and lordosis) becomes more severe during childhood. Instability of the spinal bones (vertebrae) in the neck may increase the risk of spinal cord damage. Other skeletal features include flattened vertebrae (platyspondyly); an abnormality of the hip joint that causes the upper leg bones to turn inward (coxa vara); a foot deformity called a clubfoot; and a broad, barrel-shaped chest. Abnormal development of the chest can cause problems with breathing. Arthritis and decreased joint mobility often develop early in life.  People with spondyloepiphyseal dysplasia congenita have mild changes in their facial features. The cheekbones close to the nose may appear flattened. Some infants are born with an opening in the roof of the mouth (a cleft palate). Severe nearsightedness (high myopia) is common, as are other eye problems that can impair vision. About one quarter of people with this condition have hearing loss.",spondyloepiphyseal dysplasia congenita,0000947,GHR,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,C0334044,T019,Disorders
How many people are affected by spondyloepiphyseal dysplasia congenita ?,0000947-2,frequency,This condition is rare; the exact incidence is unknown. More than 175 cases have been reported in the scientific literature.,spondyloepiphyseal dysplasia congenita,0000947,GHR,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,C0334044,T019,Disorders
What are the genetic changes related to spondyloepiphyseal dysplasia congenita ?,0000947-3,genetic changes,"Spondyloepiphyseal dysplasia congenita is one of a spectrum of skeletal disorders caused by mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in cartilage and in the clear gel that fills the eyeball (the vitreous). The COL2A1 gene is essential for the normal development of bones and other tissues that form the body's supportive framework (connective tissues). Mutations in the COL2A1 gene interfere with the assembly of type II collagen molecules, which prevents bones and other connective tissues from developing properly.",spondyloepiphyseal dysplasia congenita,0000947,GHR,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,C0334044,T019,Disorders
Is spondyloepiphyseal dysplasia congenita inherited ?,0000947-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",spondyloepiphyseal dysplasia congenita,0000947,GHR,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,C0334044,T019,Disorders
What are the treatments for spondyloepiphyseal dysplasia congenita ?,0000947-5,treatment,These resources address the diagnosis or management of spondyloepiphyseal dysplasia congenita:  - Genetic Testing Registry: Spondyloepiphyseal dysplasia congenita  - MedlinePlus Encyclopedia: Clubfoot  - MedlinePlus Encyclopedia: Lordosis  - MedlinePlus Encyclopedia: Retinal Detachment  - MedlinePlus Encyclopedia: Scoliosis   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,spondyloepiphyseal dysplasia congenita,0000947,GHR,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,C0334044,T019,Disorders
What is (are) spondyloperipheral dysplasia ?,0000948-1,information,"Spondyloperipheral dysplasia is a disorder that impairs bone growth. This condition is characterized by flattened bones of the spine (platyspondyly) and unusually short fingers and toes (brachydactyly), with the exception of the first (big) toes. Other skeletal abnormalities associated with spondyloperipheral dysplasia include short stature, shortened long bones of the arms and legs, exaggerated curvature of the lower back (lordosis), and an inward- and upward-turning foot (clubfoot). Additionally, some affected individuals have nearsightedness (myopia), hearing loss, and intellectual disability.",spondyloperipheral dysplasia,0000948,GHR,https://ghr.nlm.nih.gov/condition/spondyloperipheral-dysplasia,C0796173,T019,Disorders
How many people are affected by spondyloperipheral dysplasia ?,0000948-2,frequency,This condition is rare; only a few affected individuals have been reported worldwide.,spondyloperipheral dysplasia,0000948,GHR,https://ghr.nlm.nih.gov/condition/spondyloperipheral-dysplasia,C0796173,T019,Disorders
What are the genetic changes related to spondyloperipheral dysplasia ?,0000948-3,genetic changes,"Spondyloperipheral dysplasia is one of a spectrum of skeletal disorders caused by mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in the clear gel that fills the eyeball (the vitreous) and in cartilage. Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone, except for the cartilage that continues to cover and protect the ends of bones and is present in the nose and external ears. Type II collagen is essential for the normal development of bones and other connective tissues that form the body's supportive framework.  Mutations in the COL2A1 gene interfere with the assembly of type II collagen molecules, reducing the amount of this type of collagen in the body. Instead of forming collagen molecules, the abnormal COL2A1 protein builds up in cartilage cells (chondrocytes). These changes disrupt the normal development of bones and other connective tissues, leading to the signs and symptoms of spondyloperipheral dysplasia.",spondyloperipheral dysplasia,0000948,GHR,https://ghr.nlm.nih.gov/condition/spondyloperipheral-dysplasia,C0796173,T019,Disorders
